SKU,NombreProducto,Ventas_Proyectadas_Regular,Ventas_Proyectadas_Cyber,Elasticidad_IA
145471,EKOS SABBAR MON CAS 30X500MG TERC LTM,15.5,22.7,-1.26
138466,UNA CANETA DELIN AZUL OCEANO 1ML,1.2,1.6,-0.87
146475,UNA CANETA DELIN VERDE PLENIT 1ML,1.1,1.2,-0.35
138467,UNA CANETA DELIN LARANJA ILUMIN 1ML,1.2,1.2,0.13
12189,FACES BATOM MATTE VOCE DE LILAS AMOR,4.3,6.2,-1.22
76541,MMBB LARANJ SAB C SABONETEIR 100G MAES20,2.2,4.4,-2.67
116186,FACES BATOM MULTIMIX CREM ROCK N RED,2.4,3.8,-1.7
104889,UNA REF BASE HD 35Q 35C,1.0,1.1,-0.16
5870,TODODIA SAB LIQUID AMORA VERM 300ML EAN,7.5,11.8,-1.58
164388,EKOS COND MURUMURU 100ML,2.8,7.7,-4.7
167288,LUMINA COND SPRAY ALISADOS 150ML OS,26.8,29.3,-0.26
130048,TODODIA CARAMBOLA MANDARIN SAB LIQ 100ML,7.0,12.3,-2.05
120614,KAIAK ULTRA MASC EDT 100ML ARG,4.4,6.9,-1.5
192063,NATURE CJ  JABONES 3X90G NINOS 2025,2.7,4.7,-2.05
189407,TODODIA DES ROLLON AMEIXA 70ML,31.1,43.0,-1.04
100526,TODODIA SAB LIQUID AMEIXA BAUNILHA 300ML,19.8,26.0,-0.86
148016,TODODIA HID AMEIX E BAU MAOS 50ML,26.0,49.4,-2.44
111325,TODODIA OLEO DES CORP AMEIXA BAUNI 120ML,15.7,15.7,-0.01
100679,TODODIA DES SPRAY PERF AMEIXA BAUN 200ML,80.2,82.4,-0.07
151700,"FACES BATOM LAPIS MATTE NUDE 1,2G",2.0,2.7,-0.88
197665,TODODIA MELISSA PERA A&A  COMBO POWER 25,11.6,11.4,0.04
197667,TD MACADAMIA CUM COMBO POWER 2025,2.3,2.6,-0.3
197655,TODODIA SURTIDO JABONES COMBO POWER 25,10.6,13.0,-0.62
197656,SEVE AMENDOAS COMBO POWER,8.0,10.0,-0.69
197651,HOMEM POTENCE COMBO POWER 2025,12.1,15.0,-0.63
208075,LUNA LIBERDADE FP COMBO POWER 2025,3.0,3.0,-0.04
146476,UNA CANETA DELIN AMARELO SUAVE 1ML,1.1,1.1,0.15
197649,AGUAS JABUTICABA COMBO POWER 2025,1.4,1.5,-0.27
18889,EKOS HID POLPA MAOS TUKUMA 40G NV,1.9,2.4,-0.78
15796,EKOS HID MAOS UCUUBA 40G LTM,2.0,3.0,-1.32
174032,TODODIA ESSENCIA CABELOS 60ML,61.8,72.1,-0.45
197658,UNA OJOS Y LABIOS COMBO POWER 2025,1.2,1.5,-0.64
174918,TODODIA HID LABIAL COR AMEIXA 2 7G,18.9,45.4,-3.8
123025,FACES BATOM LIP TINT ROXO GO,2.0,2.9,-1.23
178162,FACES ESMALTES COR NUDE CAIENA 6ML,1.0,1.1,-0.16
147461,CHRONOS  MINI ESFOLIANTE PSE 15G,3.5,4.4,-0.69
137961,UNA BLUSH LIQUIDO CUSHION ROSE 10G,2.1,2.9,-1.03
164826,UNA GLOSS LABIAL HID ATIVA ROSE 1 5ML,1.9,3.1,-1.71
164824,UNA GLOSS LABIAL VOL IMED INCOLOR 5ML,2.8,5.5,-2.69
170513,KAIAK OCEANO MASC EDT 25ML LTM,6.3,9.9,-1.56
181014,TODODIA BATOM HID MACA DO AMOR 10ML,15.3,17.9,-0.46
167285,LUMINA RF COND ALISADOS 300ML,3.3,5.5,-1.87
190395,TODODIA DES HID CORP MANZANA 400ML LTM,64.4,37.9,1.12
181013,TODODIA DES SPRAY MACA DO AMOR 200ML,26.3,35.0,-0.89
178163,FACES ESMALTES PRETO LONDON 6ML,1.8,2.0,-0.21
178158,FACES LAPIS LABIOS NEON SECRET,1.1,2.0,-2.41
164823,UNA GLOSS LABIAL HID ATIVA VIOLETA 6 5ML,1.3,2.4,-2.26
178160,FACES ESMALTES VERDE PARAMARIBO 6ML,1.0,1.0,-0.0
137962,UNA BLUSH LIQUIDO CUSHION CORAL 10G,1.3,2.1,-1.65
181015,TODODIA SAB BAR MACA DO AMOR 5X90G,12.6,17.0,-0.95
178159,FACES LAPIS LABIOS PINK NEON,1.1,2.1,-2.56
164827,UNA GLOSS LABIAL HID ATIV LARANJA N1 5ML,1.1,1.4,-0.68
170153,HUMOR EDT ENVOLVE 75ML LTM,5.4,8.1,-1.33
197647,HUMOR PAZ E HUMOR COMBO POWER 2025,1.0,1.2,-0.6
202172,COMBO POWER TODODIA MACADAMIA,2.9,2.3,0.54
209145,TODODIA CJ MANZANA COMBO POWER FP 2025,6.4,16.8,-4.35
176913,NATURA SOLAR LOCAO FACIAL NS FPS50 50ML,9.3,12.8,-1.02
178858,NATURA SOLAR STICK INCOL FPS 50 15G,37.7,42.0,-0.31
162087,EKOS SAB BAR MASSAG ANDIROBA 2X100G,5.0,7.3,-1.26
176909,NATURA SOLAR FLUIDO FACIAL MO FPS50 50ML,8.2,12.7,-1.47
177729,FACES SOMBRA CHUMBO DESIRE,1.5,2.3,-1.54
166354,FACES SERUM ANTI OLEOSIDADE 30G,6.9,10.2,-1.31
162093,EKOS RF DES HID CRP ANDIROBA NV 400ML,6.5,7.6,-0.49
177718,"FACES LAPIS OLHOS PRETO 1,3G",2.9,5.4,-2.43
116695,FACES CHECKMATTE CORRETIVO 32N,1.0,1.0,-0.0
177726,FACES SOMBRA PEROLA CHARMING,2.2,3.0,-1.11
100530,TODODIA DES CRM AMEIX BAU 80G,14.5,22.8,-1.56
70404,EKOS SAB LIQ CREM UCUUBA ANGT 195ML,1.0,1.3,-0.76
177723,FACES SOMBRA PURPURA MYSTERY,2.2,2.1,0.15
128661,EKOS CONDICIONADOR MURUMURU 100ML LTM,3.6,13.7,-7.56
19081,SEVE OLEO HID DES AMEND DOCE 200ML,121.3,215.6,-2.11
170507,KAIAK AVENT MASC EDT 25ML LTM,1.9,3.4,-2.07
204715,FP EKOS CACAU HC MONTADO,4.9,7.9,-1.7
155859,TODODIA DES HID FRAMB PIM VERM 24 100ML,12.9,22.4,-1.99
180471,"TODODIA LIPBALM MANGA COC 2,7G",20.1,39.0,-2.56
190391,TODODIA COND VERAO 280ML,5.5,10.7,-2.58
190389,TODODIA SHAMP VERAO 300ML,6.9,11.9,-1.99
180477,TODODIA DES HID CORP POTE MANG COC 250G,15.4,14.2,0.21
192102,TODODIA SPRAY COND VERAO 200ML,44.4,42.3,0.13
212396,TODODIA NUEZ PE CACAO NAVIDAD 2025 CH,9.8,15.1,-1.47
